Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61150751,Burn the Boats: Toss Plan B Overboard and Unleash Your Full Potential,Matt Higgins,"Higgins, Matt",,"=""0063088886""","=""9780063088887""",0,4.00,William Morrow,Kindle Edition,284,2023,,,2025/06/05,to-read,to-read (#226),to-read,,,,0,0
56430139,"Shape: The Hidden Geometry of Information, Biology, Strategy, Democracy, and EverythingElse",Jordan Ellenberg,"Ellenberg, Jordan",,"=""1984879065""","=""9781984879066""",0,3.74,Penguin Press,Kindle Edition,480,2021,2021,,2025/06/05,to-read,to-read (#225),to-read,,,,0,0
63374321,Behind the Curtain: Inside a Tech Industry Startup,Jason   Taylor,"Taylor, Jason",,"=""""","=""""",0,5.00,Lone Tree Press,Kindle Edition,268,2022,,,2025/06/05,to-read,to-read (#224),to-read,,,,0,0
59758995,Solve It!: The Mindset and Tools of Smart Problem Solvers,Dietmar Sternad,"Sternad, Dietmar",,"=""3903386057""","=""9783903386051""",0,4.09,econcise,Kindle Edition,169,2021,,,2025/06/05,to-read,to-read (#223),to-read,,,,0,0
32954185,"The Business Brain Book: Work smarter, save time",Jan-Willem van den Brandhof,"Brandhof, Jan-Willem van den","Yvonne van den Brandhof, Corien Gijsbers, Alison Edwards","=""""","=""""",0,4.40,BrainWare bv,Kindle Edition,517,2016,,,2025/06/05,to-read,to-read (#222),to-read,,,,0,0
18900884,The Monk and the Philosopher: A Father and Son Discuss the Meaning of Life,Jean-François Revel,"Revel, Jean-François",Matthieu Ricard,"=""""","=""""",0,4.15,Schocken,Kindle Edition,460,2011,1997,,2025/06/05,to-read,to-read (#221),to-read,,,,0,0
29484955,Life DIY,Pete Cohen,"Cohen, Pete",,"=""1907798226""","=""9781907798221""",0,4.20,Balloon View Ltd,Kindle Edition,262,2012,2004,,2025/06/05,to-read,to-read (#220),to-read,,,,0,0
54696150,"Happy Sexy Millionaire: From bestselling author and host of The Diary of a CEO podcast, and Dragons Den star",Steven Bartlett,"Bartlett, Steven",,"=""1529396506""","=""9781529396508""",0,4.13,Yellow Kite,Kindle Edition,270,2021,,,2025/06/05,to-read,to-read (#219),to-read,,,,0,0
148366992,The Diary of a CEO: The 33 Laws of Business and Life,Steven Bartlett,"Bartlett, Steven",,"=""0593715845""","=""9780593715840""",0,4.17,Portfolio,Kindle Edition,365,2023,,,2025/06/05,to-read,to-read (#218),to-read,,,,0,0
32074489,Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,"Gawdat, Mo",,"=""""","=""""",0,3.98,Gallery Books,Kindle Edition,369,2017,2017,,2025/06/05,to-read,to-read (#217),to-read,,,,0,0
59119408,Scary Smart: Scary Smart: The Future of Artificial Intelligence and How You Can Save Our World,Mo Gawdat,"Gawdat, Mo",,"=""""","=""""",0,3.81,,Kindle Edition,248,2021,2021,,2025/06/05,to-read,to-read (#216),to-read,,,,0,0
36036166,Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,"Gawdat, Mo",,"=""1501157582""","=""9781501157585""",0,3.98,Gallery Books,Paperback,368,2018,2017,,2025/06/05,to-read,to-read (#215),to-read,,,,0,0
11021707,The Most Important Thing: Uncommon Sense for the Thoughtful Investor (Columbia Business School Publishing),Howard  Marks,"Marks, Howard",,"=""""","=""""",0,4.33,,Kindle Edition,196,,2011,,2025/06/05,to-read,to-read (#214),to-read,,,,0,0
62611367,The art of building great products: Combine your intuition with the best proven methodologies to build digital products everyone will love,Mayank Mittal,"Mittal, Mayank",,"=""""","=""""",0,4.51,,Kindle Edition,350,2022,,,2025/06/05,to-read,to-read (#213),to-read,,,,0,0
62820104,"FAILURE RULES!: The 5 Rules of Failure for Entrepreneurs, Creatives, and Authentics",Andrew Thorp King,"King, Andrew Thorp",,"=""1544532083""","=""9781544532080""",0,4.46,Lioncrest Publishing,Kindle Edition,531,2022,,,2025/06/05,to-read,to-read (#212),to-read,,,,0,0
131563574,"Design Thinking and Innovation Metrics: Powerful Tools to Manage Creativity, OKRs, Product, and Business Success (Design Thinking Series)",Michael Lewrick,"Lewrick, Michael",,"=""""","=""""",0,5.00,Wiley,Kindle Edition,0,2023,,,2025/06/05,to-read,to-read (#211),to-read,,,,0,0
51483718,How I Built This: The Unexpected Paths to Success from the World's Most Inspiring Entrepreneurs,Guy Raz,"Raz, Guy",,"=""0358216788""","=""9780358216780""",0,4.17,Mariner Books,Kindle Edition,321,2020,2020,,2025/06/05,to-read,to-read (#209),to-read,,,,0,0
123245371,What Is ChatGPT Doing... and Why Does It Work?,Stephen Wolfram,"Wolfram, Stephen",,"=""1579550827""","=""9781579550820""",0,3.86,"Wolfram Media, Inc.",Kindle Edition,143,2023,,,2025/06/05,to-read,to-read (#210),to-read,,,,0,0
11221267,An Introduction to General Systems Thinking,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""""","=""""",0,3.94,,Kindle Edition,427,,1975,,2025/06/05,to-read,to-read (#208),to-read,,,,0,0
62949685,"Design for a Better World: Meaningful, Sustainable, Humanity Centered",Donald A. Norman,"Norman, Donald A.",,"=""026237384X""","=""9780262373845""",0,3.60,The MIT Press,Kindle Edition,372,2023,,,2025/06/05,to-read,to-read (#207),to-read,,,,0,0
18625883,The First 20 Hours: How to Learn Anything . . . Fast!,Josh Kaufman,"Kaufman, Josh",,"=""1101623047""","=""""",0,3.46,Portfolio,Kindle Edition,292,2013,,,2025/06/05,to-read,to-read (#206),to-read,,,,0,0
60672508,"See, Solve, Scale: How Anyone Can Turn an Unsolved Problem into a Breakthrough Success",Danny Warshay,"Warshay, Danny",,"=""1250272327""","=""9781250272324""",0,4.17,St. Martin's Press,Kindle Edition,308,2022,,,2025/06/05,to-read,to-read (#205),to-read,,,,0,0
22103415,Warren Buffett Accounting Book: Reading Financial Statements for Value Investing (Warren Buffett's 3 Favorite Books Book 2),Stig Brodersen,"Brodersen, Stig",Preston Pysh,"=""""","=""""",0,4.25,Pylon Publishing,Kindle Edition,258,2014,2014,,2025/06/05,to-read,to-read (#204),to-read,,,,0,0
56128885,"The Boutique: How To Start, Scale, And Sell A Professional Services Firm",Greg Alexander,"Alexander, Greg",,"=""""","=""""",0,4.09,Advantage,Kindle Edition,272,2020,,,2025/06/05,to-read,to-read (#203),to-read,,,,0,0
63338662,10x Is Easier Than 2x: How World-Class Entrepreneurs Achieve More by Doing Less,Dan  Sullivan,"Sullivan, Dan",Benjamin P. Hardy,"=""1401969968""","=""9781401969967""",0,4.22,Hay House Business,Kindle Edition,288,2023,,,2025/06/05,to-read,to-read (#202),to-read,,,,0,0
57680145,"The Positioning Manual for Indie Consultants: Find the strategic beachhead that will amplify your visibility, momentum, impact, and profit.",Philip      Morgan,"Morgan, Philip",,"=""1736797514""","=""9781736797518""",0,4.47,Ibex,Kindle Edition,177,2021,,,2025/06/05,to-read,to-read (#201),to-read,,,,0,0
22229908,Software Estimation: Demystifying the Black Art (Developer Best Practices),Steve McConnell,"McConnell, Steve",,"=""""","=""""",0,4.05,Microsoft Press,Kindle Edition,308,2006,2006,,2025/06/05,to-read,to-read (#200),to-read,,,,0,0
162891586,The Corporateneur Plan: Your Roadmap From Mid-Career Professional to Entrepreneur,Ken  Rohl,"Rohl, Ken","Pamela N.  Danziger, Greg  Rohl","=""1642258342""","=""9781642258349""",0,4.29,Advantage Books,Kindle Edition,389,2023,,,2025/06/05,to-read,to-read (#199),to-read,,,,0,0
18901651,The Success System That Never Fails (with linked TOC),W. Clement Stone,"Stone, W. Clement",,"=""""","=""""",0,3.99,Sublime Books,Kindle Edition,209,2012,1962,,2025/06/05,to-read,to-read (#198),to-read,,,,0,0
30323548,The Laws of Lifetime Growth: Always Make Your Future Bigger Than Your Past,Dan  Sullivan,"Sullivan, Dan",Catherine Nomura,"=""162656647X""","=""9781626566477""",0,3.93,Berrett-Koehler Publishers,Kindle Edition,140,2022,2006,,2025/06/05,to-read,to-read (#197),to-read,,,,0,0
74883191,What I Learned About Investing from Darwin,Pulak Prasad,"Prasad, Pulak",,"=""0231555075""","=""9780231555074""",0,4.55,Columbia Business School Publishing,Kindle Edition,502,2023,,,2025/06/05,to-read,to-read (#196),to-read,,,,0,0
60623486,"Million Dollar Identity: Experts, CEOs, and Entrepreneurs Share How to Build, Monetize, and Scale Your Market Authority, Profit, and Influence for 7+ Figure Success (Million Dollar Story Book 6)",Jamie Wolf,"Wolf, Jamie","Myron Golden, Victoria Kennedy, Dan Ashburn, Kiana Danial, Eric Beer, Ryan Stewman","=""1938953355""","=""9781938953354""",0,3.71,Wolf Tide Publishing,Kindle Edition,296,2022,,,2025/06/05,to-read,to-read (#195),to-read,,,,0,0
59690693,Million Dollar Method: Grow Your Influence Audience & Revenue Fast! (Million Dollar Story Book 5),Jamie Wolf,"Wolf, Jamie",,"=""""","=""""",0,0.0,Wolf Tide Publishing,Kindle Edition,223,2021,,,2025/06/05,to-read,to-read (#194),to-read,,,,0,0
55951753,Million Dollar Dads: Highly Successful Entrepreneurs Share the Best Advice & Secrets for Mastering Work-Life Balance (Million Dollar Story Book 4),Preston Anderson,"Anderson, Preston","Chris Baden, Eric Beer, James Golden, Cody Loughlin, Evans Putman, Akbar Sheikh","=""""","=""""",0,4.50,Wolf Tide Publishing,Kindle Edition,235,2020,,,2025/06/05,to-read,to-read (#193),to-read,,,,0,0
54388975,Million Dollar Moms: Mom Entrepreneurs Share Secrets of Building Businesses & Raising Highly Successful Kids (Million Dollar Story Book 3),Kiana Danial,"Danial, Kiana","Chimene Van Gundy, Holly Homer, Bella Marsh, Alison J. Prince, Makayla Prince, Oxana Ungureanu, Nicole Ungureanu, Leanne Woehlke, Kathryn Woehlke","=""""","=""""",0,3.74,Wolf Tide Publishing,Kindle Edition,254,2020,,,2025/06/05,to-read,to-read (#192),to-read,,,,0,0
53514624,Million Dollar Story: Secrets of 10 Entrepreneurs Who Had to Lose and Pivot To Profit and WIN With Purpose,Ben Ebig,"Ebig, Ben","Corey Gulick, Liz Houser, Janak Mehta, Angie Norris, Shangrila Rendon, Mark Stern, Sonny Tran, Jorge Vasquez, Parker Woodward","=""""","=""""",0,4.00,,Kindle Edition,0,2020,,,2025/06/05,to-read,to-read (#191),to-read,,,,0,0
16107018,inGenius: A Crash Course on Creativity,Tina Seelig,"Seelig, Tina",,"=""0062098683""","=""9780062098689""",0,3.86,HarperOne,Kindle Edition,216,2012,2012,,2025/06/05,to-read,to-read (#190),to-read,,,,0,0
362631,The Art of Changing the Brain: Enriching the Practice of Teaching by Exploring the Biology of Learning,James E. Zull,"Zull, James E.",,"=""1579220541""","=""9781579220549""",0,4.06,Routledge,Paperback,263,2002,2002,,2025/06/05,to-read,to-read (#189),to-read,,,,0,0
60151185,The Pathless Path: Imagining a New Story For Work and Life (The Pathless Path Collection Book 1),Paul  Millerd,"Millerd, Paul",,"=""""","=""9798985515343""",0,3.97,Pathless Publishing,Kindle Edition,222,2022,2022,,2025/06/05,to-read,to-read (#188),to-read,,,,0,0
143054886,Elementary Introduction to Number Theory by Calvin T. Long (1995-01-01),Calvin T Long,"Long, Calvin T",,"=""""","=""""",0,0.0,Waveland Pr Inc; 3 Sub edition (1995-01-01),Paperback,0,,,,2025/06/05,to-read,to-read (#187),to-read,,,,0,0
49149271,Million Dollar Story: Secrets of 10 Entrepreneurs Who Had to Lose and Pivot To Profit and WIN With Purpose,Jamie Wolf,"Wolf, Jamie","Jamie Atkinson, Kaci Brown, Nic Fitzgerald, Grace Lee, Yhennifer Mendes, Aaron Stewart, Chantelle Page Turner, Dominick Wallace, Carla White","=""""","=""""",0,4.00,Wolf Tide Publishing,Kindle Edition,248,2019,,,2025/06/05,to-read,to-read (#186),to-read,,,,0,0
61654494,Your Invisible Network,Michael Urtuzuástegui Melcher,"Melcher, Michael Urtuzuástegui",,"=""1637742924""","=""9781637742921""",0,4.14,Matt Holt,Kindle Edition,304,2023,,,2025/06/05,to-read,to-read (#185),to-read,,,,0,0
58292771,The Amazon Way: Amazon's 14 Leadership Principles,John Rossman,"Rossman, John",,"=""1734979143""","=""9781734979145""",0,3.95,Clyde Hill Publishing,Kindle Edition,170,2021,2014,,2025/06/05,to-read,to-read (#184),to-read,,,,0,0
62322179,Never Search Alone: The Job Seeker’s Playbook,Phyl Terry,"Terry, Phyl",Marty Cagan,"=""""","=""""",0,4.13,,Kindle Edition,296,2022,,,2025/06/05,to-read,to-read (#183),to-read,,,,0,0
75715709,Get a Life: A Roadmap to Rule the World,Bob Fisch,"Fisch, Bob",,"=""1955884676""","=""9781955884679""",0,4.03,Forbes Books,Kindle Edition,254,2023,,,2025/06/05,to-read,to-read (#182),to-read,,,,0,0
21108383,The Gospel of Relaxation,William  James,"James, William",,"=""""","=""""",0,4.08,,Kindle Edition,30,2010,2010,,2025/06/05,to-read,to-read (#181),to-read,,,,0,0
19057006,Why Meditate?: Working with Thoughts and Emotions,Matthieu Ricard,"Ricard, Matthieu",,"=""1401929354""","=""9781401929350""",0,3.99,Hay House LLC,Kindle Edition,170,2010,2008,,2025/06/05,to-read,to-read (#180),to-read,,,,0,0
40947065,Think Like A Game Designer: The Step-by-Step Guide to Unlocking Your Creative Potential,Justin Gary,"Gary, Justin",,"=""1947937405""","=""9781947937406""",0,4.05,Aviva Publishing,Kindle Edition,229,2018,2018,,2025/06/05,to-read,to-read (#179),to-read,,,,0,0
8192659,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.18,"Little, Brown and Company",Kindle Edition,505,2005,2005,,2025/06/05,to-read,to-read (#178),to-read,,,,0,0
53518409,Good Services: How to Design Services that Work,Lou Downe,"Downe, Lou",,"=""9063695985""","=""9789063695989""",0,4.30,BIS Publishers,Kindle Edition,257,2020,,,2025/06/05,to-read,to-read (#177),to-read,,,,0,0
48928140,The Great CEO Within: The Tactical Guide to Company Building,Matt Mochary,"Mochary, Matt","Alex MacCaw, Misha Talavera","=""""","=""""",0,4.34,,Kindle Edition,240,2019,,,2025/06/05,to-read,to-read (#176),to-read,,,,0,0
30653579,Bistro Cooking,Patricia Wells,"Wells, Patricia",,"=""0761185127""","=""9780761185123""",0,4.07,Workman Publishing Company,Kindle Edition,609,2025,1989,,2025/06/05,to-read,to-read (#175),to-read,,,,0,0
8082269,Domain-Specific Languages (Addison-Wesley Signature Series (Fowler)),Martin Fowler,"Fowler, Martin",,"=""0321712943""","=""9780321712943""",0,3.87,Addison-Wesley Professional,Hardcover,640,2011,2010,,2025/06/05,to-read,to-read (#174),to-read,,,,0,0
6770855,Language Implementation Patterns: Techniques for Implementing Domain-Specific Languages,Terence Parr,"Parr, Terence",,"=""193435645X""","=""9781934356456""",0,3.87,Pragmatic Bookshelf,Paperback,374,2010,2009,,2025/06/05,to-read,to-read (#173),to-read,,,,0,0
31215203,The Business Idea Factory: A World-Class System for Creating Successful Business Ideas (Magic of Public Speaking),Andrii Sedniev,"Sedniev, Andrii",,"=""""","=""""",0,3.98,,Kindle Edition,126,2016,2013,,2025/06/05,to-read,to-read (#172),to-read,,,,0,0
37930949,"Digital Detox: The Ultimate Guide To Beating Technology Addiction, Cultivating Mindfulness, and Enjoying More Creativity, Inspiration, And Balance In Your ... Your Focus and Mental Discipline Book 3)",Damon Zahariades,"Zahariades, Damon",,"=""""","=""""",0,3.45,,Kindle Edition,204,2018,,,2025/06/05,to-read,to-read (#171),to-read,,,,0,0
21207354,Maharshi's Gospel,Ramana Maharshi,"Maharshi, Ramana",Maurice Frydman,"=""""","=""""",0,4.63,Sri Ramanasramam,Kindle Edition,66,2013,2013,,2025/06/05,to-read,to-read (#170),to-read,,,,0,0
44639710,How Smart Machines Think (Mit Press),Sean Gerrish,"Gerrish, Sean",Kevin Scott,"=""0262537974""","=""9780262537971""",0,3.98,The MIT Press,Paperback,312,2019,2018,,2025/06/05,to-read,to-read (#169),to-read,,,,0,0
187624082,Becoming Coachable: Unleashing the Power of Executive Coaching to Transform Your Leadership and Life,Scott Osman,"Osman, Scott","Jacquelyn Lane, Marshall Goldsmith","=""1637557698""","=""9781637557693""",0,4.12,100 Coaches Publishing,Kindle Edition,265,2023,,,2025/06/05,to-read,to-read (#168),to-read,,,,0,0
33780690,"Fast Focus: A Quick-Start Guide To Mastering Your Attention, Ignoring Distractions, And Getting More Done In Less Time! (Improve Your Focus and Mental Discipline Book 1)",Damon Zahariades,"Zahariades, Damon",,"=""""","=""""",0,3.67,,Kindle Edition,166,2017,,,2025/06/05,to-read,to-read (#167),to-read,,,,0,0
34529532,"Morning Makeover: How To Boost Your Productivity, Explode Your Energy, and Create An Extraordinary Life - One Morning At A Time! (Improve Your Focus and Mental Discipline Book 2)",Damon Zahariades,"Zahariades, Damon",,"=""""","=""""",0,3.68,,Kindle Edition,160,2017,,,2025/06/05,to-read,to-read (#166),to-read,,,,0,0
174013666,Start. Scale. Exit. Repeat.: Serial Entrepreneurs' Secrets Revealed!,Colin C. Campbell,"Campbell, Colin C.",,"=""1955884978""","=""9781955884976""",0,4.31,Forbes Books,Kindle Edition,473,2023,,,2025/06/05,to-read,to-read (#165),to-read,,,,0,0
125777,The Feeling of What Happens: Body and Emotion in the Making of Consciousness,António Damásio,"Damásio, António",,"=""0156010755""","=""9780156010757""",0,4.01,Harcourt,Paperback,386,2000,1999,,2025/06/05,to-read,to-read (#164),to-read,,,,0,0
30363776,No One Cares About Crazy People: The Chaos and Heartbreak of Mental Health in America,Ron Powers,"Powers, Ron",,"=""0316341177""","=""9780316341172""",0,3.87,Grand Central Publishing,Hardcover,360,2017,2017,,2025/06/05,to-read,to-read (#163),to-read,,,,0,0
36664344,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""1501126075""","=""9781501126079""",0,4.00,Scribner,Paperback,320,2018,2017,,2025/06/05,to-read,to-read (#162),to-read,,,,0,0
53562551,The New Diary: How to Use a Journal for Self-Guidance and Expanded Creativity,Tristine Rainer,"Rainer, Tristine",,"=""0976133113""","=""""",0,4.04,First Person Press,Kindle Edition,0,2020,1978,,2025/06/05,to-read,to-read (#161),to-read,,,,0,0
52251868,The Dialectical Behavior Therapy Skills Card Deck: 52 Practices to Balance Your Emotions Every Day,Matthew McKay,"McKay, Matthew",Jeffrey C. Wood,"=""1684033985""","=""9781684033980""",0,4.30,New Harbinger Publications,cards,52,2019,,,2025/06/05,to-read,to-read (#160),to-read,,,,0,0
21557153,"Complete Polish Beginner to Intermediate Course: Learn to read, write, speak and understand a new language (Teach Yourself Complete Courses)",Joanna Michalak-Gray,"Michalak-Gray, Joanna",Nigel Gotteri,"=""144419528X""","=""9781444195286""",0,3.80,Teach Yourself,Paperback,320,2010,2010,,2025/06/05,to-read,to-read (#159),to-read,,,,0,0
666175,Focusing,Eugene T. Gendlin,"Gendlin, Eugene T.",,"=""0553278339""","=""9780553278330""",0,3.94,Bantam,Mass Market Paperback,224,1982,1978,,2025/06/05,to-read,to-read (#158),to-read,,,,0,0
58451283,"Calm Your Thoughts: Stop Overthinking, Battle Stress, Stop Spiraling, and Start Living (The Path to Calm Book 2)",Nick Trenton,"Trenton, Nick",,"=""""","=""""",0,3.98,NCTS Inc.,Kindle Edition,241,2021,,,2025/06/05,to-read,to-read (#157),to-read,,,,0,0
19027151,"Words Can Change Your Brain: 12 Conversation Strategies to Build Trust, Resolve Conflict, and Increase Intimacy",Andrew B. Newberg,"Newberg, Andrew B.",Mark Robert Waldman,"=""1101585706""","=""9781101585702""",0,3.80,Avery,Kindle Edition,267,2012,2012,,2025/06/05,to-read,to-read (#156),to-read,,,,0,0
40183365,Internal Software: How Internal Tools Done Right Can Save Your Business (and Sanity),Jim Weiss,"Weiss, Jim",,"=""""","=""""",0,3.67,,Kindle Edition,149,2018,,,2025/06/05,to-read,to-read (#155),to-read,,,,0,0
179784061,Three Minutes a Day: A Fourteen-Week Course to Learn Meditation and Transform Your Life,Richard Dixey,"Dixey, Richard",,"=""1608688844""","=""9781608688845""",0,3.00,New World Library,Kindle Edition,200,2023,,,2025/06/05,to-read,to-read (#154),to-read,,,,0,0
